CountyFIPS,NatWalkInd,DIABETES_AdjPrev,OBESITY_AdjPrev,HIGHCHOL_AdjPrev,CHD_AdjPrev,BPHIGH_AdjPrev
20045,8.551282051476923,10.2,37.7,31.4,5.8,28.6
20047,5.9166666665,11.1,42.2,31.8,6.1,31.8
20049,5.2666666666,12.0,42.4,32.9,7.3,33.9
20051,8.39333333336,9.6,41.4,31.1,6.0,29.6
20053,7.138888888333334,11.3,39.8,34.2,6.7,36.4
20055,8.000000000066667,13.9,43.5,30.3,6.5,33.3
20057,7.580000000039999,13.9,38.7,33.0,6.6,35.2
20059,6.224637681043478,9.4,34.2,31.5,5.6,31.1
20061,7.01333333324,12.6,37.0,31.9,6.4,35.8
20063,5.388888889,9.6,40.2,31.5,5.8,31.5
20065,5.166666666499999,10.1,38.3,32.9,5.9,34.6
20067,6.809523809571429,11.6,40.8,31.1,5.8,30.4
20069,5.3333333334285715,9.8,39.8,30.5,5.7,30.9
20071,5.9166666665,9.4,36.5,31.3,5.4,30.8
20073,5.925925925666666,10.9,39.7,31.0,6.8,32.7
20075,5.916666666499999,11.2,40.0,31.4,5.9,31.2
20077,6.738095238,12.4,42.3,32.2,7.3,33.9
20079,7.055555555592592,9.7,37.3,31.7,5.8,32.2
20081,6.2916666665,11.8,40.5,30.8,6.1,31.7
20083,7.0,9.7,37.1,31.3,5.9,29.5
20085,5.560606060909091,10.3,43.3,32.9,5.9,33.4
20087,5.4333333334,9.3,41.5,31.8,5.5,29.6
20089,4.4583333335,10.6,40.5,31.5,6.7,33.7
20091,10.586452763053476,7.9,31.6,33.9,4.4,27.5
20093,7.111111111,12.8,43.4,31.5,6.7,32.9
20095,5.314814814888889,10.2,40.7,32.2,6.1,31.0
20097,6.08333333325,8.8,35.4,32.2,5.0,30.3
20099,6.818181818318181,11.2,43.6,32.6,6.4,33.4
20101,5.222222222,10.3,40.3,32.1,6.1,32.5
20103,6.71333333342,9.9,40.1,31.8,5.5,32.6
20105,5.58333333325,10.2,41.2,30.7,6.1,31.3
20107,5.2333333334,10.4,38.6,31.1,6.2,32.0
20109,6.666666666666667,10.6,38.5,32.1,6.6,32.8
20111,7.4947916669062495,11.3,39.1,33.9,6.3,32.4
20113,6.954022988275862,9.4,35.3,31.7,5.6,30.1
20115,5.702380952357143,9.5,38.7,32.7,5.8,31.9
20117,6.303030303727272,10.0,41.5,31.5,6.1,31.8
20119,5.75,10.9,40.4,32.9,6.4,31.3
20121,6.3111111112666665,8.9,35.4,33.1,5.4,29.3
20123,7.833333334000001,10.0,40.1,30.9,6.2,31.5
20125,6.445945945891892,11.8,45.1,31.2,7.2,33.8
20127,4.895833333375,10.2,40.4,29.3,6.1,29.6
20129,6.888888889,11.4,38.6,33.4,6.3,32.7
20131,5.518518518333334,9.0,34.6,30.6,5.6,29.9
20133,6.925925926000001,11.1,42.8,31.7,6.4,32.2
20135,6.208333333500001,10.7,37.8,32.4,6.5,31.3
20137,7.766666667199999,10.5,40.1,31.2,6.2,31.0
20139,4.988888888866667,10.1,39.7,32.6,6.2,32.5
20141,7.083333333500001,9.9,38.5,32.3,6.1,32.5
20143,5.027777777833333,9.9,36.9,32.3,5.9,31.9
20145,7.30952381,10.1,41.5,32.6,5.8,33.8
20147,5.976190476142857,10.4,37.6,30.5,6.4,30.0
20149,5.9666666667333335,9.0,31.2,28.8,5.5,30.3
20151,7.777777777666667,10.4,38.7,30.2,6.1,31.7
20153,4.833333333333333,10.9,41.5,31.4,6.5,32.8
20155,7.107344632966102,10.8,38.0,33.2,6.4,34.2
20157,5.642857142857143,9.9,38.2,31.8,6.1,32.4
20159,6.46969696909091,10.2,36.9,31.9,5.9,31.5
20161,7.621527777520833,11.1,35.2,30.2,6.5,30.9
20163,6.800000000599999,9.1,38.3,32.0,5.5,31.9
20165,5.75,10.4,37.4,32.6,6.3,32.6
20167,6.425925925555556,10.1,37.0,30.5,6.1,32.3
20169,11.65185185202222,10.9,37.9,32.8,6.2,34.5
20171,6.749999999833334,11.2,41.2,32.4,6.5,32.5
20173,10.973351400276423,10.8,33.5,32.8,5.7,33.0
20175,7.803921568705882,14.3,45.5,32.2,6.5,33.1
20177,11.11111111134815,11.1,40.0,34.4,5.5,32.8
20179,5.375,9.2,37.8,32.4,5.4,30.5
20181,7.4374999993749995,11.3,40.5,32.1,6.7,30.7
20183,6.6666666664,9.5,41.0,31.7,6.0,31.3
20185,6.16666666675,10.4,38.6,32.4,6.1,32.3
20187,8.1666666685,12.5,43.2,32.5,6.4,33.7
20189,7.1,12.4,40.3,31.6,6.4,31.7
20191,5.910256410307692,10.5,39.8,30.1,6.2,31.8
20193,7.095238095285715,9.6,34.3,29.8,5.7,30.7
20195,5.8000000002,9.5,36.2,31.2,5.8,30.0
20197,4.479166666625,9.6,41.2,31.3,5.7,30.3
20199,6.333333333,10.5,40.6,30.7,6.2,29.7
20201,5.625000000375,9.8,40.3,32.7,6.0,31.8
20203,6.555555555666666,11.1,40.9,31.8,6.3,33.0
20205,6.111111111166667,10.5,40.5,31.0,6.2,33.0
20207,6.333333333000001,10.5,38.4,32.0,6.6,31.9
20209,10.566252587757765,15.1,41.5,33.9,6.9,37.4
21001,4.6555555556,12.1,37.3,32.5,7.3,37.8
21003,5.0222222224,12.1,41.8,31.7,7.3,36.4
21005,5.717948718230769,11.4,38.1,29.9,6.7,32.9
21007,4.354166666625,12.2,39.5,32.2,7.3,36.9
21009,5.377450980235294,12.3,40.7,33.3,7.5,38.4
21011,3.851851851888889,11.5,38.4,32.2,7.1,36.7
21013,5.326923076961538,14.3,44.2,33.6,8.8,40.8
21015,8.212643678155173,10.6,38.5,30.0,5.9,32.0
21017,5.805555555333333,12.4,40.5,30.7,7.1,34.7
21019,7.319819819945946,12.0,40.8,31.6,7.0,35.4
21021,7.075757575772727,11.5,38.0,31.0,6.6,34.1
21023,4.4791666665,11.9,37.2,31.2,7.2,36.0
21025,3.8333333333846156,13.1,43.1,33.8,8.0,38.7
21027,4.229166666625,14.0,40.1,32.4,8.3,37.0
21029,5.627659574510638,11.0,38.1,31.4,6.6,32.8
21031,3.8333333333333335,12.7,42.8,31.1,7.7,35.8
21033,5.819444444666666,11.9,38.0,31.4,6.8,35.5
21035,6.1935483869354835,11.8,40.6,33.1,7.1,35.2
21037,11.07746478884507,10.3,35.5,30.0,6.0,33.2
21039,5.0,12.4,40.8,32.1,7.3,36.7
21041,5.3833333332,12.9,40.4,33.2,7.6,37.0
21043,4.9666666665,12.8,42.9,32.1,7.7,37.9
21045,3.7738095237142857,14.2,41.4,32.3,9.1,37.8
21047,6.245098039078432,13.9,41.8,32.0,7.3,40.0
21049,6.064102564153846,11.6,40.0,31.5,6.7,35.7
21051,3.7631578946842104,14.6,43.2,34.3,8.9,41.1
21053,4.904761904714285,13.1,39.6,31.5,8.0,38.3
21055,4.2999999999,12.1,41.0,33.5,7.4,36.8
21057,4.1874999998749995,13.3,42.8,32.3,8.1,39.2
21059,7.120098039191176,11.4,35.6,32.6,6.8,33.9
21061,3.6212121211818182,12.3,42.7,31.6,7.6,36.3
21063,3.416666666625,13.8,42.2,34.0,8.8,40.7
21065,4.597222222166667,13.2,42.2,32.7,8.1,38.0
21067,11.090544871884616,11.5,34.9,28.9,6.2,35.4
21069,3.954545454454545,13.0,41.0,31.4,7.8,35.7
21071,4.768292683048781,12.7,39.9,33.5,7.5,40.1
21073,6.947368421105263,11.1,37.6,29.7,6.3,33.9
21075,7.166666666555555,15.7,45.4,32.1,8.5,41.9
21077,5.3333333335,12.2,40.3,31.8,7.2,36.2
21079,4.500000000083333,12.2,39.5,31.5,7.3,36.0
21081,4.766666666533334,11.2,37.8,31.1,6.7,36.5
21083,5.241379310344827,12.2,40.5,32.6,7.0,37.3
21085,4.826086956565217,12.5,42.2,33.9,7.8,38.4
21087,3.530303030181818,13.5,42.0,33.3,8.2,38.5
21089,6.201149425310345,11.7,43.8,30.6,7.1,34.0
21091,4.357142857142857,11.2,38.4,31.4,6.9,33.5
21093,6.117647058911764,12.1,38.9,31.2,6.7,34.9
21095,4.161616161575758,14.5,44.7,32.7,8.7,41.2
21097,5.547619047428571,11.5,40.0,31.5,6.8,35.6
21099,3.9270833333125,13.5,38.2,33.3,8.0,38.4
21101,5.95833333359375,11.0,40.3,31.7,6.2,35.5
21103,4.321428571357143,12.5,40.6,32.0,7.6,35.9
21105,4.527777777833333,11.7,40.8,32.1,6.8,37.9
21107,5.426829268121951,13.2,40.7,31.8,7.7,38.1
21109,3.6333333333,13.9,41.9,33.9,8.8,39.6
21111,11.731594203107827,12.0,37.2,32.2,6.3,34.1
21113,7.977777777866667,10.5,36.7,30.8,6.3,33.5
21115,4.287037036888889,13.5,42.4,32.8,8.3,37.6
21117,11.005952381276785,10.4,34.7,32.6,6.1,33.2
21119,3.702380952428572,14.1,42.5,33.2,8.8,39.8
21121,5.203703703703703,13.2,40.6,34.1,8.2,41.2
21123,4.66666666675,13.0,42.3,31.5,7.8,35.0
21125,5.644144144405405,12.6,41.1,34.9,7.7,38.3
21127,4.297619047571429,12.9,39.7,32.6,8.0,38.5
21129,4.666666666714286,16.0,43.3,33.8,9.6,41.3
21131,3.166666666416667,13.8,43.7,33.4,8.5,40.9
21133,3.6172839506296297,12.7,40.6,34.3,7.8,39.9
21135,4.060606060272727,14.1,46.3,33.2,8.8,40.4
21137,4.517543859894737,12.3,40.2,31.7,7.4,37.5
21139,3.9074074072222222,11.5,41.1,32.1,7.0,35.8
21141,5.325396825333333,12.1,40.2,32.2,7.0,37.6
21143,5.023809524,12.1,38.3,31.3,7.2,35.7
21145,7.04716981145283,12.3,41.6,31.9,7.1,36.8
21147,4.273809523714285,15.1,43.2,34.7,9.4,41.3
21149,4.925925926000001,11.3,39.8,31.5,6.7,35.5
21151,6.35000000002,11.1,35.9,31.6,6.6,34.0
21153,3.63888888875,15.1,44.8,34.1,9.3,40.4
21155,5.0888888888,12.9,41.1,32.0,7.4,36.7
21157,5.128787878818182,10.9,38.5,31.5,6.7,34.3
21159,5.1,15.3,43.3,32.3,9.3,39.0
21161,6.26041666675,12.2,40.0,32.1,7.3,37.0
21163,4.99999999995,11.2,37.8,31.0,6.6,34.4
21165,4.0333333334,13.4,40.8,32.4,8.1,37.0
21167,4.911764705705883,11.0,38.4,31.6,6.6,34.0
21169,3.7999999999,12.6,41.7,32.2,7.4,36.4
21171,4.0666666665,12.2,39.4,32.2,7.3,36.8
21173,5.768518518666666,12.1,42.3,32.3,7.3,36.8
21175,4.060606060636363,13.0,38.7,31.0,8.1,39.1
21177,4.614942528724138,12.5,41.4,31.4,7.4,36.7
21179,5.434782608478261,10.4,34.4,30.4,6.1,33.3
21181,4.333333333333333,12.4,40.2,32.5,7.6,37.0
21183,4.225,11.9,40.3,31.2,7.2,35.8
21185,6.02777777775,9.0,34.2,29.7,5.2,31.2
21187,3.6666666666666665,11.6,38.8,32.1,7.0,34.6
21189,3.0333333334,13.7,41.2,33.8,8.2,39.0
21191,4.7727272727272725,12.1,39.9,31.4,7.5,35.7
21193,5.37999999988,12.8,41.0,32.8,8.0,39.8
21195,4.169354838709677,12.9,41.2,35.3,7.8,39.6
21197,5.121212121181818,12.0,39.7,31.6,7.3,35.4
21199,5.643410852813954,12.9,39.3,33.8,7.8,36.0
21201,4.5,13.2,40.8,33.2,8.0,37.6
21203,4.602564102692307,13.3,40.5,32.1,8.2,37.3
21205,5.739583333125,13.2,41.5,31.7,8.0,36.4
21207,4.885416666625,13.7,40.0,32.7,8.5,36.8
21209,7.00462962975,10.5,36.4,32.3,6.2,34.1
21211,5.398809523892857,10.5,36.1,29.9,6.0,32.6
21213,5.988095238285715,11.6,41.0,31.4,6.5,35.2
21215,4.574074074111111,10.8,36.9,31.2,6.6,33.3
21217,5.928571428619048,11.8,38.2,31.5,7.0,34.7
21219,4.351851851777777,13.7,39.6,32.0,8.2,37.0
21221,4.333333333272727,12.5,40.3,32.5,7.4,36.9
21223,4.527777777833333,11.2,38.6,32.3,6.7,35.1
21225,5.474358974307692,12.2,38.9,31.7,7.1,36.9
21227,6.693693693810811,12.1,36.3,32.3,6.6,33.8
21229,4.185185185,11.8,37.4,32.3,6.9,36.5
21231,4.686274509705882,14.2,42.1,32.7,8.6,38.2
21233,4.858974358923077,12.8,38.2,31.9,7.5,36.3
21235,5.172413793137932,12.4,41.4,31.6,7.5,37.7
21237,4.047619047571429,16.1,44.7,33.6,10.0,42.1
21239,5.75,10.0,35.1,30.6,5.9,31.9
22001,6.677304964659574,12.4,36.8,33.6,7.1,39.1
22003,5.388888888777778,13.2,40.9,33.2,7.3,38.6
22005,6.662698412785714,11.2,36.8,32.5,6.0,33.9
22007,4.235294117647059,13.7,41.2,33.8,7.1,37.9
22009,5.21354166653125,15.0,45.8,33.8,8.1,43.2
22011,4.913043478086957,11.8,36.8,32.7,6.7,35.3
22013,4.625,16.3,46.6,33.1,7.7,42.8
22015,5.831050228342466,12.0,44.7,30.6,6.1,34.2
22017,6.970238095224491,14.9,45.9,34.3,6.4,39.9
22019,7.211352657094203,13.4,43.0,31.7,6.4,37.7
22021,4.111111111111111,13.9,39.1,33.3,7.6,38.7
22023,3.111111111111111,11.7,39.8,33.6,6.9,34.5
22025,5.27083333275,13.7,42.7,32.9,7.2,40.5
22027,4.9062499998749995,17.9,45.1,33.5,8.7,44.6
22029,6.203703703388888,15.4,42.0,33.1,7.7,43.2
22031,5.325757575727272,13.5,40.0,33.3,6.9,40.3
22033,7.140264026415841,12.7,37.9,33.6,5.8,36.1
22035,6.437499999625,20.4,51.3,34.8,9.2,51.4
22037,4.0937500000625,13.2,40.3,32.2,6.6,39.1
22039,5.516666666633333,15.6,46.3,34.2,8.5,41.8
22041,4.666666666777778,14.7,45.1,32.9,7.6,38.6
22043,3.5777777778,13.2,38.8,34.3,7.6,38.6
22045,6.561728395074074,14.4,43.4,33.1,7.3,39.3
22047,5.431818181863637,14.1,45.7,32.4,6.7,40.8
22049,4.5714285715,14.1,40.6,32.2,7.4,38.5
22051,9.35951661621148,12.7,39.7,33.6,6.3,35.4
22053,6.173076922961538,11.8,42.3,32.8,6.6,36.1
22055,7.898717948684615,12.0,34.7,31.5,6.4,36.7
22057,5.9951690820869565,12.7,42.7,34.8,7.1,38.8
22059,5.940476190142857,12.2,39.9,33.0,7.0,36.7
22061,6.4040404040606065,14.2,42.0,33.1,7.0,39.7
22063,5.370370370351852,11.0,37.2,32.3,6.4,33.2
22065,6.5333333333,18.5,47.4,33.4,8.6,45.6
22067,5.3533333336,16.1,44.7,33.8,7.8,44.5
22069,5.785714285885714,14.7,45.0,32.3,7.3,40.7
22071,13.797786720217303,13.6,38.1,31.8,6.1,36.7
22073,6.831858407053097,13.0,42.1,33.3,7.0,36.6
22075,5.291666666625,12.7,39.8,32.6,6.5,36.8
22077,4.6770833330625,13.6,42.3,32.6,6.9,38.5
22079,6.463917525731959,13.7,42.0,33.0,6.4,38.3
22081,4.479166666875,14.9,46.4,33.3,7.3,39.3
22083,5.313725490176471,14.8,43.3,32.9,7.6,41.3
22085,4.152173913130435,14.0,46.4,33.3,7.6,38.8
22087,7.083333333340001,14.1,44.1,34.1,7.2,37.5
22089,6.250000000147059,11.0,37.3,31.7,5.9,35.9
22091,3.7222222222222223,15.2,46.3,32.9,7.1,43.1
22093,5.240740740722222,13.5,43.9,32.8,6.1,39.8
22095,6.705555555266667,14.8,43.8,32.2,6.6,41.6
22097,6.401515151560607,15.0,48.4,33.1,7.4,41.2
22099,5.19791666675,13.1,40.9,31.9,6.8,38.1
22101,7.166666666869565,15.1,44.6,32.7,7.6,38.7
22103,6.917989418007937,11.0,35.1,32.0,6.2,32.9
22105,5.919191919075757,13.0,42.3,31.2,6.8,38.9
22107,4.611111111166667,17.8,46.6,33.1,8.2,45.0
22109,6.3995726496410255,12.1,40.5,33.4,6.8,38.5
22111,4.499999999947368,13.6,43.9,32.1,7.2,39.1
22113,5.928030303,12.6,39.1,34.7,6.9,37.0
22115,4.401515151477273,12.3,39.5,32.7,6.9,34.2
22117,5.333333333300001,14.8,43.3,33.9,7.5,40.1
22119,5.858974358974359,15.5,45.7,33.3,7.6,42.9
22121,6.249999999928571,13.1,40.6,30.9,6.3,37.0
22123,3.893939394,13.4,41.0,33.1,7.6,38.5
22125,4.1666666665714285,13.1,40.4,32.5,6.4,40.1
22127,4.8749999999375,13.9,43.6,32.4,7.4,40.8
23001,7.5578703701666665,9.4,36.4,29.6,6.1,28.0
23003,5.46874999995,10.0,41.7,28.9,7.0,31.5
23005,9.886541470976525,7.4,29.4,29.1,5.6,25.9
23007,5.5,8.2,33.4,28.2,6.0,25.8
23009,6.16333333328,7.5,28.3,27.6,6.0,25.7
23011,6.851132686145631,8.6,33.6,27.7,6.5,28.4
23013,6.975609756,7.3,27.9,28.9,5.7,25.5
23015,6.090476190428571,7.6,31.8,26.8,6.0,24.5
23017,5.913194444541666,9.1,36.7,27.1,6.8,29.5
23019,6.455840455871795,8.8,38.8,29.5,6.1,29.9
23021,5.184210526157895,8.9,35.8,31.1,6.6,28.8
23023,6.654761904607143,8.0,30.7,28.4,6.1,28.4
23025,5.851851851866668,9.1,37.3,30.6,7.2,30.9
23027,5.519607843088235,7.7,33.5,26.7,6.2,27.9
23029,5.6904761905142855,9.4,37.7,29.9,7.0,31.4
23031,6.860714285757143,7.8,29.5,25.8,5.8,27.4
24001,9.592592592425925,11.6,37.3,32.3,6.7,35.5
24003,9.288461538483974,8.8,34.7,31.9,5.0,30.1
24005,10.643982356550096,10.6,33.2,30.2,5.1,32.3
24009,5.9333333332222224,9.2,33.9,31.5,4.9,31.4
24011,5.855072463826088,11.7,38.6,32.5,6.9,34.9
24013,6.440251572367925,8.5,31.5,31.7,5.2,28.7
24015,7.008771929701755,10.7,37.6,32.0,6.1,32.8
24017,6.277777777925926,11.7,42.9,31.2,5.3,38.2
24019,5.433333333466666,12.0,41.8,32.6,6.2,33.6
24021,8.706140350821052,9.9,31.2,32.1,5.5,27.8
24023,5.696969697090909,10.4,37.3,32.7,6.2,33.3
24025,8.41417165675449,9.1,34.8,30.7,4.9,30.9
24027,10.028138528071429,8.8,26.9,33.1,4.4,27.9
24029,5.9083333332,9.5,38.9,31.0,5.7,31.9
24031,12.549131378850163,9.1,24.2,34.2,4.3,26.8
24033,11.22147864876673,13.0,36.0,32.4,5.0,37.3
24035,5.601190476321428,8.6,32.7,29.2,5.3,33.0
24037,5.833333333303571,10.8,35.2,33.3,5.7,33.5
24039,4.933333333449999,13.6,43.6,33.1,7.3,39.2
24041,6.964285713964286,9.1,31.7,29.8,5.4,29.3
24043,6.777192982410526,11.1,42.3,34.3,6.0,35.1
24045,7.176056338169015,12.0,36.7,31.8,6.0,35.2
24047,7.607638888958333,10.3,36.2,31.7,5.5,33.1
24510,14.144461459735068,13.8,38.5,29.8,5.9,35.2
25001,8.973639455892856,7.2,26.5,31.3,5.4,25.6
25003,9.163170163503498,8.1,28.9,28.1,6.0,27.6
25005,11.53418803431795,9.6,33.0,32.1,6.6,28.3
25007,10.88095238190476,8.0,28.6,28.9,5.7,23.5
25009,12.147435897435898,8.5,30.8,31.0,5.7,27.0
25011,7.9946236557580646,7.2,25.8,28.3,5.3,24.0
25013,11.333333333305637,11.2,35.9,30.1,6.8,30.5
25015,8.977777777761904,8.3,27.7,29.8,5.7,24.0
25017,12.4585172108376,7.1,22.1,30.0,4.7,24.6
25019,12.763888889166665,7.5,28.3,29.5,5.0,24.7
25021,11.63748241907806,7.8,27.0,31.3,5.0,24.4
25023,9.254166666661112,8.0,30.2,29.4,5.7,24.5
25025,14.936790505668732,10.2,28.0,29.6,5.6,27.9
25027,9.839285714378573,9.3,32.7,28.9,5.9,26.8
26001,3.8611111110833334,9.9,36.6,30.8,6.6,31.4
26003,5.624999999625,9.6,34.7,30.2,6.2,32.3
26005,5.322368421013158,9.1,31.6,31.7,5.9,30.9
26007,6.299019608117647,9.7,38.7,30.3,6.4,30.9
26009,5.66666666673913,8.1,34.8,31.0,5.4,29.0
26011,4.280701754315789,9.9,38.3,31.0,6.7,32.5
26013,5.166666666749999,10.4,38.3,30.9,6.6,33.7
26015,5.1325757575681825,8.2,33.8,30.8,5.5,28.5
26017,7.474910394322581,8.8,37.2,30.4,5.7,32.6
26019,5.857142857285714,8.9,35.0,29.8,5.9,30.0
26021,6.314814814861111,9.9,40.0,29.3,6.1,31.9
26023,5.361111111047618,10.1,39.6,33.4,6.6,33.4
26025,6.216524216615385,10.5,38.9,30.9,6.2,34.0
26027,4.6992753623478265,9.4,35.1,29.5,6.0,32.2
26029,6.256410256692307,9.1,36.6,31.0,5.9,29.1
26031,5.217948717961538,9.6,36.8,30.4,6.5,31.6
26033,5.833333333378378,10.6,39.3,29.6,6.5,32.8
26035,5.09259259262963,10.3,42.3,31.2,6.8,33.9
26037,6.404320987574074,7.9,35.9,29.1,5.1,29.4
26039,5.5384615386923075,10.1,38.2,30.2,6.8,31.4
26041,6.072222222566666,8.8,35.6,30.2,5.8,31.2
26043,6.938596490578948,8.5,32.3,29.1,5.8,29.8
26045,6.683333333337499,8.7,34.9,30.5,5.3,30.2
26047,6.7160493829259265,8.2,31.4,29.9,5.5,28.0
26049,9.042001787434316,10.4,39.1,33.0,5.8,35.5
26051,4.2847222221250005,9.6,38.1,30.6,6.4,32.4
26053,6.21999999952,9.9,37.3,30.3,6.7,31.6
26055,8.315789473508772,7.9,30.8,27.2,5.4,27.4
26057,5.463963963972972,9.5,35.6,29.8,5.9,32.2
26059,4.869918699219513,9.8,36.8,32.0,6.4,32.1
26061,6.430555555694444,9.3,34.2,30.2,6.2,31.2
26063,5.811965811948718,9.4,38.8,30.2,6.3,30.7
26065,11.18002812942194,9.2,34.0,30.6,5.5,32.5
26067,5.195652173978261,9.7,38.7,30.1,6.2,31.8
26069,5.66666666662963,10.6,38.2,31.1,6.7,32.0
26071,5.9,10.0,37.1,30.8,6.7,32.2
26073,6.472868216813953,10.5,38.5,30.4,6.9,32.7
26075,5.978371501335878,10.0,39.7,29.3,6.3,32.1
26077,6.793650793708995,9.1,35.7,29.7,5.5,29.5
26079,4.7291666666875,10.2,35.7,31.2,6.9,32.8
26081,10.392030848434448,9.6,33.5,31.7,5.5,29.2
26083,4.0,8.0,34.3,29.7,5.5,28.6
26085,4.486111111166667,11.8,42.0,31.1,7.3,34.7
26087,4.7213541667343755,9.4,35.5,30.1,6.3,30.4
26089,5.6078431373529405,7.7,31.2,28.5,5.1,27.3
26091,6.020325203231707,9.4,42.4,29.7,5.9,32.3
26093,6.1592920352566365,7.6,35.4,30.5,5.2,27.3
26095,5.47916666675,10.5,39.0,31.6,6.8,32.3
26097,6.083333333142858,10.5,38.1,29.8,6.5,32.0
26099,7.638490164779904,9.7,36.7,31.7,6.0,32.2
26101,6.071428571535714,8.9,38.0,29.1,5.7,30.8
26103,7.109289617590164,8.9,32.0,29.1,6.1,30.8
26105,6.1049382715185185,9.3,39.4,30.6,6.0,32.8
26107,6.3686868685454545,10.1,33.4,30.2,6.9,32.3
26109,5.785714285999999,9.4,37.3,31.7,6.3,31.4
26111,5.861538461415385,8.4,31.1,30.5,5.3,28.2
26113,4.999999999769231,9.7,38.3,31.0,6.5,31.4
26115,5.6897018969349595,9.8,38.0,28.3,5.9,32.0
26117,5.128472222166667,9.8,39.2,31.8,6.2,30.2
26119,4.712121212181819,9.7,38.0,31.5,6.5,33.2
26121,6.814009661804348,11.2,43.0,31.9,6.4,32.1
26123,5.111111111181818,9.8,39.2,29.7,6.4,31.1
26125,7.81174161311242,7.9,29.7,28.1,4.8,27.9
26127,4.985507246304349,10.0,37.9,30.9,6.1,31.8
26129,4.928571428523809,9.9,38.3,31.7,6.5,33.0
26131,4.888888888888889,9.9,38.1,30.6,6.6,31.6
26133,4.4733333334,9.8,38.7,31.2,6.7,32.6
26135,4.803030303,10.0,36.9,31.4,6.9,32.6
26137,5.601851851833334,9.6,34.4,31.0,6.5,29.8
26139,6.5881720428903225,8.1,35.9,27.9,5.1,27.6
26141,5.696078431941176,9.4,35.9,31.4,6.4,31.6
26143,5.86,9.8,35.4,31.5,6.5,30.6
26145,6.635838150294798,11.1,43.0,29.1,6.5,32.9
26147,6.2101449275362315,9.6,40.8,31.2,6.4,31.2
26149,5.059523809285714,10.5,37.4,30.3,6.9,31.8
26151,4.535714285642857,10.1,38.5,30.5,6.6,32.0
26153,4.952380952428571,10.8,37.5,30.5,7.3,32.6
26155,5.723214285660714,9.1,36.1,30.7,6.0,30.3
26157,4.49666666668,10.3,39.4,29.8,6.7,32.2
26159,5.169154228850746,10.3,39.5,30.9,6.7,31.3
26161,10.240371846,8.5,30.1,27.2,5.3,25.4
26163,10.546926454477497,11.6,36.7,30.8,6.3,36.6
26165,6.5416666667916665,9.6,38.2,30.0,6.4,30.9
27001,4.9019607842941175,9.3,36.2,27.0,5.9,28.9
27003,9.27234042540851,8.6,35.9,27.6,5.0,27.5
27005,5.583333333214285,8.9,39.3,26.9,5.6,28.8
27007,5.843434343484848,10.4,41.1,27.0,6.4,29.1
27009,6.196428571357143,8.6,37.2,25.2,5.2,27.4
27011,6.666666666833334,9.4,42.6,27.5,6.2,29.6
27013,7.2296296295777775,9.9,42.1,25.7,6.1,27.8
27015,7.564102564115386,9.3,39.9,25.0,5.7,27.0
27017,5.821839080275862,9.1,41.2,26.4,5.8,30.3
27019,7.380434782347827,7.3,33.1,26.6,5.0,25.1
27021,5.226190476178572,9.8,38.1,25.9,6.3,28.9
27023,7.347222221833333,9.0,41.6,27.7,5.8,29.3
27025,6.144444444566667,8.5,38.3,26.3,5.4,27.5
27027,10.541666665977273,8.9,35.1,27.7,5.4,29.2
27029,4.5333333333,9.6,39.2,26.7,6.2,29.1
27031,5.777777777833333,8.4,34.8,26.6,5.4,27.4
27033,5.6923076923076925,10.0,39.3,26.6,5.8,29.1
27035,6.442176870918367,8.9,38.6,25.7,5.5,28.6
27037,10.172413792909483,8.9,32.9,25.7,5.0,25.4
27039,7.622222222266667,8.0,37.6,26.3,5.0,28.1
27041,6.43333333332,9.1,38.6,25.8,5.8,27.7
27043,6.111111111055555,9.0,37.2,27.3,5.8,30.0
27045,6.623188406,9.3,37.2,27.3,6.2,28.3
27047,6.440860214709677,10.4,40.6,28.8,6.3,29.5
27049,6.837837837810811,8.3,36.4,27.0,5.1,28.6
27051,6.4666666668,9.4,38.0,27.2,6.1,27.6
27053,12.518328194720453,7.9,27.4,27.0,5.0,25.2
27055,7.1025641021538455,9.0,38.4,24.4,5.6,28.1
27057,5.509803921764706,8.7,40.0,29.1,5.7,28.0
27059,5.439393939409091,8.6,38.6,27.2,5.6,27.7
27061,5.191056910609756,8.4,34.6,27.1,5.5,29.3
27063,5.333333333307692,8.3,40.0,25.9,5.2,27.6
27065,5.0357142855,9.2,37.8,26.7,6.0,28.8
27067,6.63725490164706,9.5,36.6,26.4,5.7,29.1
27069,5.857142857142857,9.1,39.3,26.2,5.7,27.2
27071,6.928571428571429,9.3,36.9,29.0,6.0,29.9
27073,5.6875,8.8,35.1,26.4,5.7,27.4
27075,5.9487179485384605,8.7,34.7,25.6,5.6,27.7
27077,4.666666666666667,9.3,38.3,27.5,6.0,29.0
27079,5.878787878909091,9.4,38.7,27.5,6.0,28.8
27081,6.2333333334,9.2,38.2,26.4,5.9,29.4
27083,7.034722221916667,9.4,45.5,26.8,5.5,29.6
27085,6.517857142607143,8.9,40.3,27.0,5.6,28.2
27087,4.6,13.3,44.3,26.6,7.8,33.8
27089,5.013888888833333,9.0,42.2,27.3,5.7,28.2
27091,6.563492063142857,9.0,38.0,26.7,5.7,28.2
27093,5.560606060772727,8.8,41.1,26.9,5.6,27.8
27095,6.231481481388888,9.9,42.6,26.3,6.1,28.7
