CountyFIPS,NatWalkInd,DIABETES_AdjPrev,OBESITY_AdjPrev,HIGHCHOL_AdjPrev,CHD_AdjPrev,BPHIGH_AdjPrev
13145,4.40625,10.3,32.7,32.0,5.7,33.9
13147,5.1052631576842105,11.0,36.1,33.2,6.2,38.1
13149,3.5625,11.3,41.0,33.8,6.9,36.2
13151,6.4523809523809526,11.9,39.3,31.8,5.2,38.3
13153,6.959459459364864,10.9,39.3,34.1,5.5,35.9
13155,5.104166666125,12.8,40.3,34.1,7.0,39.1
13157,5.557471264310345,10.6,41.5,31.4,6.0,34.1
13159,4.6666666665714285,11.6,39.5,34.0,6.5,36.0
13161,4.515151515090909,13.6,41.3,33.9,7.8,38.2
13163,5.607843137235294,15.8,44.2,33.0,7.5,41.7
13165,4.08333333325,15.9,44.5,33.5,8.0,44.1
13167,3.7916666665,14.6,42.8,33.8,8.1,43.0
13169,4.136363636272727,11.7,39.9,31.3,6.4,36.8
13171,5.763888889,11.8,41.5,32.5,6.3,36.5
13173,4.452380952428571,14.5,41.1,34.1,8.4,41.2
13175,6.060185185027778,12.9,41.5,33.4,6.7,41.1
13177,5.192307692461539,10.7,36.7,31.8,5.8,34.9
13179,5.58854166659375,13.9,45.9,31.2,6.4,39.6
13181,4.214285714428572,11.7,37.5,33.2,6.2,38.5
13183,2.9523809522857145,12.5,41.3,32.9,6.6,38.5
13185,6.814009661826088,12.9,39.5,32.8,6.7,39.5
13187,5.722222222166667,10.3,35.1,33.5,6.4,33.9
13189,5.7129629631666665,12.9,43.7,32.0,6.5,38.2
13191,4.121212121181818,13.2,41.8,32.9,7.0,39.4
13193,4.9487179487692305,17.7,48.3,34.2,8.4,44.3
13195,4.8125,11.7,39.0,33.4,7.1,36.4
13197,4.1999999998,13.2,39.9,34.5,7.1,39.4
13199,5.1,13.4,40.7,32.7,6.7,40.2
13201,5.0,13.3,41.7,33.3,7.2,38.2
13205,5.3627450984705884,15.3,46.8,33.6,7.3,43.1
13207,5.0833333334285715,10.9,37.7,32.7,6.2,36.6
13209,5.071428571428571,13.9,42.7,34.2,7.3,39.6
13211,5.5925925925555555,9.7,36.1,31.0,5.4,33.7
13213,4.0384615385,11.4,38.0,34.3,7.0,34.4
13215,7.591999999968,14.6,41.7,32.4,6.3,39.5
13217,6.068627451,12.7,42.3,32.5,5.8,39.1
13219,6.2976190475,8.3,32.9,31.6,4.9,29.4
13221,4.129629629777778,11.2,36.0,33.3,6.5,35.3
13223,5.934782608586956,10.4,38.5,32.4,5.6,34.7
13225,5.95833333325,13.0,42.7,33.4,6.2,39.7
13227,5.735294117588235,9.3,36.7,32.5,5.8,31.9
13229,5.111111111166667,11.4,39.6,34.8,6.9,35.5
13231,4.875,9.6,34.2,31.7,5.9,34.0
13233,5.95833333334375,11.9,41.7,33.5,6.6,36.7
13235,6.462962963444444,12.8,43.5,32.9,6.6,39.9
13237,5.284313725588236,12.0,42.1,33.7,6.5,37.6
13239,4.5833333335,14.3,44.1,33.0,7.0,42.0
13241,6.217948717923077,10.2,36.7,32.9,6.2,35.5
13243,4.785714285857144,18.1,48.6,34.0,8.3,47.8
13245,7.363095238221429,14.7,44.4,31.4,6.4,42.3
13247,5.858695652195652,13.4,44.9,30.9,5.9,40.6
13249,4.722222222,11.8,38.2,33.0,6.3,36.6
13251,5.0476190475,13.4,42.3,33.3,6.8,39.7
13253,4.333333333333333,13.3,42.4,33.6,6.8,39.1
13255,6.585714285600001,12.7,40.2,32.0,6.5,37.6
13257,6.740740740833334,11.3,37.5,33.9,6.6,35.0
13259,3.5333333334000003,16.5,43.2,34.3,7.7,43.0
13261,6.397435897269231,14.7,44.0,32.9,6.8,41.3
13263,3.1944444445,14.6,43.9,33.3,6.8,43.2
13265,2.722222222333333,14.5,43.3,33.0,6.7,43.6
13267,4.71875,13.5,46.1,34.6,7.3,40.6
13269,4.595238095285715,14.8,42.7,34.3,7.5,42.2
13271,5.516666667,16.3,45.6,34.6,8.3,44.4
13273,5.9166666661,16.0,47.1,33.6,7.5,45.5
13275,5.986111111,12.3,38.7,32.1,6.3,37.7
13277,7.505376344,13.4,41.9,34.6,6.8,39.1
13279,6.083333333625,12.5,42.5,33.9,6.6,38.3
13281,6.2291666665,9.6,37.0,34.1,6.1,34.1
13283,5.214285714428572,14.4,43.4,34.3,8.0,41.2
13285,6.569105690731708,12.6,41.5,33.4,6.2,40.3
13287,4.870370370333333,14.9,43.7,34.3,7.6,41.9
13289,3.708333333125,13.0,42.0,32.9,6.5,38.4
13291,5.476190476142857,10.1,37.1,32.2,6.3,33.3
13293,5.5079365077619045,12.9,41.7,34.2,7.1,38.7
13295,5.231884058,11.1,41.8,32.6,6.5,34.9
13297,5.8640350876842104,11.4,35.8,33.1,6.2,36.5
13299,7.181818181909091,12.9,39.5,35.3,7.3,40.6
13301,4.3055555556666665,14.4,44.6,33.3,6.6,43.5
13303,5.583333333375,14.2,43.0,33.5,6.7,43.6
13305,5.528985507434783,12.9,41.3,34.9,7.3,39.1
13307,3.75,14.6,43.5,33.6,7.3,42.2
13309,3.638888889,15.7,47.5,34.1,8.6,43.4
13311,5.847222222333333,9.3,35.5,33.0,6.0,32.7
13313,5.826291079830986,13.2,36.9,35.1,7.1,35.4
13315,4.305555555333333,13.4,41.5,34.4,7.2,43.7
13317,4.878787878727272,13.2,43.9,33.5,6.5,40.5
13319,4.814814815,13.6,43.6,33.4,6.9,41.5
13321,4.477777777866666,12.4,39.1,33.5,6.6,38.9
15001,4.9864498644715445,9.2,26.0,25.9,5.4,25.5
15003,11.998871968541454,11.4,26.2,29.2,4.8,26.0
15005,2.9166666665,10.1,29.1,21.3,5.5,22.0
15007,6.059523809517857,9.8,22.8,26.1,5.0,25.3
15009,6.703883495281553,10.0,24.1,25.3,5.2,22.4
16001,12.216962524502959,7.7,28.7,26.3,5.1,25.9
16003,5.388888889,9.3,31.5,27.2,6.3,30.0
16005,7.361111111166666,9.6,36.8,28.8,6.1,31.0
16007,5.809523810142857,8.9,33.6,27.1,5.9,30.3
16009,5.685185185444444,9.7,34.0,27.1,6.5,30.7
16011,5.6888888891,9.8,41.1,26.4,6.0,30.5
16013,10.179487179692309,7.9,25.5,25.1,5.1,24.8
16015,5.41666666675,8.5,31.2,26.7,5.7,28.5
16017,6.152380952171429,8.4,26.7,26.0,5.9,29.2
16019,7.72549019607353,9.3,35.2,29.6,5.9,31.0
16021,5.518518518555556,9.3,30.9,27.9,6.1,30.5
16023,5.722222221999999,10.6,35.7,27.7,7.1,32.2
16025,5.833333333,8.3,32.8,28.0,5.5,30.6
16027,9.79365079375,10.1,37.7,31.4,5.9,31.7
16029,5.023809523857143,8.7,32.8,26.3,5.8,28.0
16031,6.912280701789474,9.9,38.6,27.2,6.0,30.7
16033,6.166666667,11.6,35.7,27.8,6.5,29.7
16035,5.256410256153846,9.2,32.8,26.8,6.3,30.8
16037,6.083333333500001,8.7,32.8,27.1,6.0,30.7
16039,7.0729166663125,10.4,36.5,29.2,6.3,31.8
16041,5.8833333332999995,9.2,33.1,27.4,6.1,29.4
16043,5.7820512818461545,9.5,33.7,27.5,6.4,30.3
16045,6.930555555333334,8.6,31.4,26.8,5.8,28.8
16047,6.487179486846154,10.7,37.4,26.5,6.7,29.8
16049,4.944444444599999,9.5,32.6,26.1,6.7,29.0
16051,5.047619047642857,9.5,37.2,28.0,6.2,27.8
16053,6.7666666666,11.3,40.1,29.3,6.8,31.5
16055,7.8409090908333345,8.1,34.3,28.6,5.5,26.8
16057,6.768817204258064,8.7,29.1,26.4,5.7,27.8
16059,5.479166666749999,8.8,32.9,26.9,6.2,27.7
16061,5.638888888333334,10.0,36.2,26.5,6.4,31.3
16063,4.91666666675,10.8,36.5,28.1,6.5,31.1
16065,7.136363636681819,10.6,36.6,30.1,7.0,30.8
16067,6.145833333,11.1,34.8,28.5,6.4,30.7
16069,7.263888888944444,9.4,35.5,26.6,5.9,30.8
16071,6.444444444666666,8.6,32.2,27.0,5.6,28.7
16073,5.2333333329,10.5,34.6,27.8,6.5,30.9
16075,6.877777777333334,10.5,37.4,30.1,6.7,31.3
16077,6.095238095857143,10.7,37.7,28.4,6.5,30.7
16079,5.305555555333333,11.2,34.8,26.4,7.5,31.3
16081,6.875,8.2,28.8,26.3,5.3,25.4
16083,7.43396226409434,9.2,36.5,26.5,5.8,29.7
16085,5.761904761857143,9.5,33.5,27.2,6.5,28.8
16087,6.3833333332999995,10.2,38.5,27.9,6.5,30.4
17001,7.237704918081968,9.7,39.5,27.9,5.9,30.3
17003,5.796296296555556,13.5,43.0,28.8,7.1,37.0
17005,5.799999999933333,11.3,37.6,29.0,6.9,32.7
17007,6.4259259258888894,10.6,39.5,28.6,5.9,29.5
17009,6.0555555561666665,11.7,40.6,29.3,6.7,35.3
17011,5.639639639513514,10.9,37.8,28.7,6.7,30.9
17013,4.5,8.8,34.6,28.2,5.5,28.7
17015,6.694444444444445,9.9,36.0,29.0,6.1,30.3
17017,7.1999999999333335,11.1,38.5,28.6,6.4,31.0
17019,11.349999999926668,10.5,35.5,28.6,5.6,31.1
17021,6.400900900891893,9.9,36.4,29.3,6.2,31.7
17023,5.8250000002,9.1,35.0,28.6,5.7,29.8
17025,5.1166666667000005,10.6,38.3,29.1,6.6,31.2
17027,6.623655914193548,9.3,35.3,29.0,5.7,30.5
17029,6.931372548941177,10.7,38.5,29.3,6.4,31.2
17031,13.635528842135988,10.8,32.8,26.9,5.1,28.6
17033,6.416666666749999,10.1,36.8,28.7,6.0,32.0
17035,4.893939393909091,9.4,37.2,28.3,6.0,29.6
17037,7.3055555558166665,10.3,35.7,28.9,5.9,30.7
17039,6.0333333334666674,9.5,36.5,28.5,5.8,30.3
17041,6.140350876736842,10.0,36.7,28.5,6.0,29.2
17043,10.533495407878444,9.3,29.4,26.7,4.8,24.5
17045,6.2916666665,10.1,37.4,29.1,6.4,30.8
17047,4.9375,9.7,37.2,29.0,6.0,30.9
17049,6.7133333334400005,8.9,35.5,28.4,5.5,31.4
17051,5.065217391478261,10.5,37.2,29.4,6.4,33.7
17053,6.20833333325,9.6,38.0,28.0,5.7,30.7
17055,5.9308943088536585,11.1,39.6,29.8,6.9,32.4
17057,5.891472868186046,10.8,39.3,28.7,6.6,31.3
17059,4.523809523857143,10.9,38.4,28.7,6.8,31.9
17061,5.235294117529412,10.0,37.5,28.6,6.2,31.1
17063,6.70588235317647,9.1,35.1,28.6,5.3,29.1
17065,5.3666666666,10.3,37.8,28.7,6.4,31.2
17067,5.560606060636363,9.3,35.1,28.6,5.8,29.9
17069,4.416666666666667,10.5,37.8,28.9,6.5,31.0
17071,4.574074073888889,9.5,37.2,28.2,5.9,29.3
17073,5.990384615403846,8.8,34.7,28.0,5.3,29.7
17075,5.8072916665,10.3,38.3,28.4,6.2,30.5
17077,6.893081760849057,12.1,39.0,29.3,6.8,33.6
17079,5.089743589153846,9.0,35.0,28.4,5.5,29.3
17081,5.486486486378379,10.5,38.8,28.8,6.2,32.0
17083,5.398148148055556,9.4,37.8,28.4,5.8,28.8
17085,6.173076923115384,9.0,34.2,28.8,5.6,29.9
17087,3.75,10.8,36.5,29.7,6.4,33.7
17089,10.73175182491241,10.0,37.3,29.9,5.1,29.4
17091,6.79166666672619,11.1,40.3,29.3,6.1,30.8
17093,7.106837606871795,9.3,36.4,28.7,4.9,27.8
17095,6.235632183793103,11.1,38.8,29.0,6.6,32.8
17097,10.221393034987562,10.6,31.9,27.9,5.4,26.9
17099,7.2317460317428575,10.2,36.6,28.3,6.1,31.0
17101,5.814814814777778,11.5,37.8,29.6,7.0,33.7
17103,5.999999999947368,10.8,37.5,28.3,6.3,31.2
17105,6.319047619228572,10.2,38.2,29.1,6.0,31.0
17107,6.60919540237931,10.4,38.8,28.7,6.1,30.1
17109,5.622549019529411,11.2,39.3,28.6,6.8,32.6
17111,8.330284552756098,9.1,34.2,27.3,5.3,28.0
17113,10.756172839083334,10.0,35.4,27.9,5.8,30.4
17115,7.018518518585858,10.5,37.1,28.0,5.8,32.1
17117,6.567307692211538,10.1,38.1,28.4,6.4,30.1
17119,7.388034188010256,9.3,35.8,29.8,5.4,30.9
17121,6.42248062027907,10.8,38.5,29.2,6.4,32.4
17123,6.083333333333333,10.0,37.0,28.1,6.3,30.2
17125,5.4916666667000005,9.8,35.2,29.0,6.2,30.9
17127,6.285714285142857,10.9,38.0,29.8,6.5,32.4
17129,5.32051282076923,9.1,35.3,27.8,5.6,28.3
17131,4.692982456105263,9.6,36.8,29.0,6.0,30.1
17133,6.2666666668,8.1,32.6,27.6,5.0,26.7
17135,6.6428571427500005,10.2,36.2,29.2,6.2,32.1
17137,6.614285713828571,10.3,37.3,28.9,6.1,32.8
17139,5.9642857145,9.2,35.6,29.0,5.7,30.8
17141,6.08712121225,10.3,35.9,28.6,6.2,30.6
17143,10.924349881879433,10.5,35.6,27.5,5.6,31.0
17145,5.371212121454546,11.9,39.5,29.4,7.3,34.6
17147,6.519607842941177,8.6,33.8,27.8,5.4,28.1
17149,5.4416666667,10.1,37.3,28.4,6.3,31.3
17151,3.25,10.1,37.7,29.4,6.3,32.4
17153,5.645833333375,13.5,42.8,29.0,6.9,36.6
17155,5.72916666675,9.0,34.7,28.4,5.6,29.0
17157,6.257575757333333,10.5,37.7,29.0,6.3,32.1
17159,6.000000000357143,9.9,37.4,28.8,6.2,30.6
17161,7.410919540146551,10.6,37.4,27.7,5.7,31.2
17163,10.829145728522612,11.0,38.2,27.2,5.6,32.4
17165,6.798850574655173,10.9,39.6,28.8,6.5,31.6
17167,10.52129629605,9.7,38.3,27.5,5.4,29.9
17169,5.104166666999999,10.5,39.3,29.2,6.4,32.4
17171,4.0666666666,9.0,35.0,28.6,5.6,30.6
17173,5.379999999839999,9.9,37.2,28.3,6.2,29.9
17175,4.79166666675,9.8,37.7,29.0,5.9,30.4
17177,6.4489795916938775,10.5,42.1,28.0,6.1,32.1
17179,8.79651162805814,9.2,35.2,28.1,5.6,29.6
17181,5.3958333335625,10.3,37.6,29.3,6.2,31.7
17183,6.603535353590909,11.4,41.0,29.2,6.7,33.4
17185,6.202380951857143,10.6,37.6,28.6,6.5,30.0
17187,6.098484848499999,10.8,37.7,28.2,6.3,30.3
17189,5.070175438526316,8.9,35.8,28.5,5.5,30.1
17191,4.912280701842104,10.2,37.1,28.8,6.3,31.4
17193,6.1562499996875,10.9,38.1,29.1,6.8,31.6
17195,6.592592592746032,9.7,35.3,29.5,5.7,30.1
17197,9.13486005083715,9.9,36.6,28.9,4.9,29.8
17199,6.494047619035714,10.2,38.4,28.9,6.0,30.6
17201,7.148288973353613,11.5,38.5,27.3,6.5,32.4
17203,5.844444444466666,9.3,34.2,28.3,6.0,29.0
18001,5.7611111113,12.5,40.0,30.3,7.7,33.6
18003,10.066914498141264,11.6,38.3,29.8,6.5,32.6
18005,6.528248587745763,10.3,34.0,29.7,6.1,30.7
18007,5.969696970090909,11.7,40.3,30.8,7.4,34.3
18009,7.138888889083333,11.5,37.5,31.0,7.3,34.6
18011,6.536036035972973,9.2,35.5,29.6,5.6,27.2
18013,4.277777777666667,9.8,36.9,29.2,6.0,30.7
18015,5.122807017421053,10.3,38.8,30.1,6.3,31.2
18017,6.311965812,11.8,40.3,31.6,7.0,32.7
18019,9.074324324648648,10.5,41.2,29.3,6.2,31.5
18021,6.246913580185185,10.4,42.3,30.4,6.4,32.4
18023,6.057291666375,11.0,39.1,30.6,6.6,32.3
18025,5.129629629555556,11.7,41.0,31.8,7.4,35.7
18027,7.091954022896552,11.5,38.3,31.3,7.4,34.0
18029,5.892156862794117,9.1,35.1,29.5,5.7,30.2
18031,6.214285714380953,9.8,41.6,29.9,6.0,33.1
18033,6.290476190542857,9.7,37.5,29.2,5.9,31.6
18035,7.366336633782178,11.9,39.8,32.7,7.2,34.9
18037,6.1777777778,10.3,38.4,30.1,6.2,31.0
18039,7.3240000001359995,11.8,42.5,29.4,6.9,31.8
18041,6.5256410256538455,12.5,41.1,32.1,7.9,35.0
18043,8.451977401338983,10.6,36.4,29.5,6.5,32.0
18045,6.0,10.2,39.0,30.7,6.2,32.6
18047,5.6145833334375,9.3,37.7,29.3,6.0,30.6
18049,5.787878787772727,11.4,41.8,29.9,7.2,32.2
18051,6.798850574551724,11.2,40.2,30.5,6.9,32.2
18053,6.799382716240741,12.1,43.0,30.0,7.1,33.6
18055,6.0656565657575765,11.3,40.5,30.8,6.8,33.1
18057,7.9380952382,8.2,27.9,29.4,4.7,27.4
18059,6.6036036035135135,9.5,35.8,30.1,5.8,29.4
18061,4.304347826173912,10.1,36.5,29.6,6.5,31.3
18063,6.748717948861538,10.3,38.9,30.2,5.5,30.1
18065,6.420454545386363,11.8,44.4,29.1,6.8,33.2
18067,6.9166666665,10.9,41.9,30.0,6.4,33.1
18069,6.656565656727272,10.8,39.0,31.5,6.4,32.1
18071,6.400000000314286,11.4,43.2,30.7,7.0,34.0
18073,5.933333333519999,9.8,38.0,29.7,6.1,30.0
18075,5.144927536391305,12.0,42.1,30.7,7.5,33.7
18077,6.194444444666666,10.8,38.4,30.3,6.7,32.5
18079,4.735294117705883,10.9,41.8,30.4,6.7,32.9
18081,7.518018018229729,10.6,42.1,30.8,5.9,31.6
18083,7.4922480621860466,10.8,38.2,30.5,6.9,32.6
18085,6.140804597655173,10.5,39.5,28.1,6.3,30.1
18087,5.0347222225,11.0,42.1,30.6,7.2,32.3
18089,8.135359116127072,11.7,38.1,30.2,6.3,33.3
18091,7.162698412726191,11.7,39.7,31.5,6.7,32.4
18093,6.282051281999999,11.1,39.8,30.3,7.2,33.6
18095,7.073394495605505,11.4,39.6,32.0,6.7,34.9
18097,11.564345991473102,13.0,39.3,30.6,6.8,34.0
18099,5.640350877026315,10.9,35.9,29.8,6.5,30.0
18101,6.2666666665,10.9,39.6,31.4,7.1,31.5
18103,5.884259259388888,11.5,42.1,31.6,6.9,34.2
18105,10.101754385673685,10.1,37.6,30.2,6.3,31.1
18107,5.8480392157058825,11.2,42.6,30.7,7.1,31.7
18109,6.077777777888889,10.7,37.8,28.9,6.7,31.3
18111,5.2564102565384605,10.9,41.5,30.2,6.7,31.7
18113,5.709523809457143,10.2,36.5,31.7,6.3,32.5
18115,4.000000000166667,10.2,38.1,29.9,6.6,31.9
18117,5.649122806789474,10.9,41.7,30.6,6.6,33.9
18119,4.9270833335625,11.3,39.9,30.6,6.9,32.5
18121,4.912280701842105,10.8,38.3,30.6,6.6,34.4
18123,5.980392156529412,10.6,40.6,30.1,6.7,32.3
18125,5.038461538307692,10.6,41.7,30.4,6.7,31.7
18127,6.910852713348837,9.7,37.0,28.9,5.9,30.8
18129,5.777777777958334,9.2,36.4,28.7,5.8,31.2
18131,5.153846154000001,11.0,41.4,31.3,6.8,33.4
18133,5.308641975518519,10.5,39.4,31.4,6.5,32.6
18135,5.000000000033333,11.2,38.9,30.2,7.1,33.3
18137,5.780303030272727,10.3,37.4,31.3,6.5,32.1
18139,4.823529412,10.6,41.5,30.0,6.5,32.6
18141,7.809838472806168,11.3,37.8,28.5,6.4,32.5
18143,5.583333333222223,12.0,39.5,30.4,7.9,33.6
18145,5.938095238,11.0,39.7,30.8,6.6,31.5
18147,5.55208333325,9.7,35.7,30.1,6.1,30.7
18149,4.833333333363637,10.5,40.1,30.1,6.6,33.7
18151,5.575268817483871,9.7,34.1,29.2,6.1,31.4
18153,6.1166666667000005,11.2,38.1,31.2,7.0,35.9
18155,3.83333333325,10.9,39.5,30.9,6.8,34.1
18157,10.85130718959804,11.7,35.1,31.1,6.6,31.5
18159,5.2450980391764706,9.5,36.1,29.8,6.1,30.7
18161,5.380952381,10.2,40.3,29.8,6.2,32.2
18163,7.693920335308175,10.5,39.3,31.1,6.2,32.1
18165,5.859649122894736,10.7,40.8,31.8,6.6,32.4
18167,10.650709220042554,11.9,41.0,32.8,6.8,32.1
18169,6.545454545272728,10.4,36.9,29.3,6.6,32.6
18171,4.7777777776666674,10.1,36.5,30.7,6.3,32.8
18173,6.449612403325581,9.3,39.8,29.8,5.5,29.5
18175,5.242424242318182,10.7,41.7,29.8,6.6,35.1
18177,6.733974358942307,11.7,39.4,31.6,6.9,36.5
18179,5.6346153845,10.2,40.7,29.2,6.2,30.0
18181,5.692307692461538,10.6,39.3,29.8,6.5,31.0
18183,5.1964285718214285,9.6,34.6,29.3,6.0,30.7
19001,6.0925925925555555,9.8,41.9,28.4,5.8,28.7
19003,4.83333333325,9.6,38.6,29.1,5.7,28.9
19005,5.666666666599999,9.9,38.3,29.6,6.0,27.8
19007,5.749999999928571,10.9,43.3,29.7,6.5,29.7
19009,4.833333333222223,9.8,41.7,29.1,5.8,28.4
19011,5.865079365285714,9.7,41.7,28.8,5.8,28.3
19013,7.846534653613861,10.6,39.1,30.3,6.1,29.3
19015,7.096491228368421,8.9,38.6,29.2,5.3,27.3
19017,6.766666666800001,9.3,39.5,27.5,5.4,26.7
19019,5.850877193105264,9.4,40.6,29.5,5.7,27.5
19021,6.6333333334,11.2,41.0,33.0,5.7,27.1
19023,5.857142857142857,9.6,39.5,29.4,5.7,27.7
19025,6.0151515149999994,9.6,38.9,28.9,5.8,29.5
19027,7.471014492913043,9.6,42.0,28.8,5.5,27.2
19029,6.533333333666667,10.6,44.9,28.4,6.1,30.0
19031,6.0916666668,8.9,38.3,29.0,5.3,27.0
19033,10.321428570928571,9.9,38.4,30.0,5.8,27.0
19035,6.095238095142856,9.9,40.2,28.8,5.7,28.9
19037,5.4166666665714285,9.0,37.7,29.2,5.8,28.0
19039,6.0625,11.4,42.5,29.3,6.4,29.1
19041,6.842592592722222,9.2,40.6,29.3,5.5,28.0
19043,5.736842105210526,9.6,40.6,30.0,5.8,29.7
19045,9.2291666663125,9.5,40.9,28.8,5.8,28.6
19047,6.38235294082353,12.4,44.5,30.2,6.6,31.2
19049,7.635658914418605,8.5,32.2,29.2,4.9,24.4
19051,5.541666666625,9.9,40.3,30.4,6.1,28.7
19053,5.0,9.8,38.1,29.7,5.8,28.6
19055,6.092592592833333,8.9,40.6,28.9,5.4,26.3
19057,11.926356589139536,10.1,36.6,28.4,5.7,29.4
19059,7.299999999600001,9.3,36.9,28.3,5.6,26.7
19061,7.422916666800001,9.7,41.5,29.0,5.6,25.3
19063,6.833333333363637,10.3,38.5,29.9,6.1,28.7
19065,6.053030303136364,10.5,39.7,29.5,6.3,29.6
19067,5.95098039217647,9.8,42.8,26.9,5.8,27.2
19069,5.606060605909091,10.4,41.0,28.2,6.1,28.5
19071,5.5208333335,8.9,36.3,29.7,5.2,27.5
19073,5.703703704111111,9.8,41.5,29.6,5.8,27.7
19075,6.069444444416667,8.7,38.7,28.2,5.3,26.9
19077,6.083333333200001,8.8,39.8,28.5,5.3,27.0
19079,5.960784313529412,9.4,35.4,28.4,5.5,26.8
19081,5.166666666615384,9.1,36.2,29.7,5.4,26.9
19083,6.1333333334,10.1,39.2,29.9,5.9,27.7
19085,5.630952380928571,10.2,40.1,29.8,5.8,28.6
19087,6.63541666675,10.2,40.9,29.6,5.9,29.5
19089,6.333333333000001,9.7,37.3,28.2,6.0,27.2
19091,5.863636363636363,10.3,43.4,29.7,5.9,28.4
19093,6.214285714285714,9.5,37.3,29.1,5.6,26.9
19095,5.523809523857143,8.8,35.7,28.0,5.5,26.7
19097,6.545454545090909,9.9,41.8,28.6,5.9,27.6
19099,7.0047619048000005,9.0,39.2,29.8,5.4,27.6
19101,7.076923077,10.7,37.4,29.0,6.4,27.5
19103,9.335648147930556,9.5,30.9,26.5,5.3,25.6
19105,6.453703703722223,9.5,39.4,29.3,5.8,29.0
19107,4.974358974307692,10.0,40.1,28.8,5.9,29.1
19109,6.3425925924444435,9.8,37.6,28.8,5.9,27.1
19111,7.431372548647059,10.5,40.9,29.5,6.3,28.8
19113,11.587591240963505,10.1,37.3,28.8,5.1,29.0
19115,5.291666666666667,11.4,44.8,29.2,6.3,28.1
19117,5.000000000199999,10.7,41.1,29.1,6.6,28.8
19119,5.743589743615384,8.7,38.5,27.7,5.3,25.7
19121,6.194444444583333,8.5,38.2,27.7,5.1,26.3
19123,9.650793651666666,9.5,42.4,28.9,5.7,27.4
19125,6.672619047678571,8.3,38.3,29.9,5.0,26.8
19127,9.35772357709756,10.7,40.7,30.4,5.9,28.1
19129,5.474358974076923,9.6,40.7,29.2,5.7,26.1
19131,5.902777777833333,9.5,44.9,29.4,5.4,27.1
19133,5.638888888916667,10.2,40.9,28.9,5.9,27.8
19135,5.833333333375,9.1,37.5,28.4,5.1,27.5
19137,6.624999999666667,10.4,39.8,29.4,6.1,29.1
19139,9.33333333367647,10.4,37.8,27.6,5.8,27.4
19141,6.6041666664375,10.4,38.8,28.9,6.1,27.1
19143,5.333333333375,10.2,40.1,28.9,5.8,27.7
19145,6.684210526210526,10.4,43.9,30.9,6.0,30.9
19147,6.924242424181818,9.6,41.6,29.3,5.5,30.1
19149,5.689393939636364,9.1,37.5,29.7,5.4,27.4
19151,5.870370370111112,9.3,37.2,30.1,5.5,29.1
19153,11.81236203084106,10.0,38.9,30.7,5.5,28.3
19155,7.220430107462365,10.6,42.6,29.1,6.0,28.8
19157,5.774509804058823,9.6,42.3,28.9,5.6,27.9
19159,5.527777777833333,10.0,41.2,29.3,5.8,28.5
19161,5.9166666666875,9.0,41.1,28.5,5.3,26.6
19163,7.99462365592742,9.6,39.2,29.4,5.5,29.3
19165,6.0777777778,9.6,35.0,28.4,5.8,25.4
19167,6.717948717807692,9.2,34.0,27.7,5.4,25.5
19169,7.396825396746031,9.5,35.5,28.8,5.4,28.0
19171,5.29166666655,11.2,41.3,29.6,6.4,27.4
19173,4.648148148222223,10.2,40.3,28.5,6.1,27.5
19175,6.511111111333333,9.6,38.1,28.7,5.9,28.0
19177,4.537037037111111,10.5,41.0,29.3,6.1,29.0
19179,6.5855855858918915,11.9,42.0,30.1,6.3,30.1
19181,6.448275862,9.6,42.1,29.0,5.5,26.0
19183,6.605263157947369,9.2,40.7,28.8,5.4,26.7
19185,5.638888888833333,10.5,39.3,29.5,6.5,28.7
19187,10.324561403657894,9.9,38.7,28.0,5.6,28.5
19189,6.607142857357142,8.7,39.0,28.9,5.1,26.4
19191,5.9166666669,8.1,36.5,27.8,5.0,26.2
19193,11.95524691373148,11.4,38.5,32.6,6.0,29.9
19195,4.85,9.4,39.9,29.1,5.7,27.6
19197,6.269230769230769,10.9,41.8,28.7,6.4,27.3
20001,7.064102563461538,10.9,41.3,32.9,6.5,34.1
20003,6.500000000571428,10.7,36.4,32.6,6.4,33.1
20005,6.1041666669375,10.6,40.5,32.5,6.4,34.6
20007,6.333333333500001,10.7,41.9,31.2,6.4,31.6
20009,7.5277777777,10.8,41.3,31.7,6.1,34.4
20011,6.375000000125,11.2,42.5,31.4,6.6,33.1
20013,6.681818182181818,10.1,41.2,32.2,6.0,33.7
20015,6.37301587302381,9.7,40.1,35.2,5.7,32.3
20017,5.62500000025,10.6,38.8,32.5,6.5,32.1
20019,5.027777777666667,11.6,40.3,32.6,7.0,35.5
20021,6.055555555,11.2,42.0,32.9,6.9,36.2
20023,6.0,10.8,39.9,31.4,6.4,33.7
20025,6.333333333500001,9.7,38.9,31.8,5.7,31.0
20027,6.000000000333333,10.5,40.1,32.8,6.3,33.1
20029,6.69444444475,10.9,41.5,31.0,6.5,30.8
20031,5.8749999998749995,10.9,39.5,30.8,6.6,30.9
20033,6.222222222333333,9.6,38.7,30.5,5.6,30.0
20035,6.661616161575758,11.3,41.8,32.6,6.6,34.1
20037,7.289215686147059,10.9,42.6,33.0,6.4,34.3
20039,6.66666666675,10.3,38.6,30.4,6.2,31.3
20041,6.333333333157895,10.0,38.7,28.6,5.9,29.6
20043,5.0166666667,9.9,39.0,33.1,5.9,32.5
